text;id;referierte_Figur
Denn, wie mir unser Rentmeister Fix, der drüben war, aufs Wort versichert hat, sie stehen in keinem Buch und haben auch nicht einmal das, was wir Einwohnermeldeamt nennen, so daß man beinah sagen kann, sie sind so gut wie gar nicht da.;515810;Fix
"und zwar Pastor Lorenzen. Von
dem
sollte die Rede sein. Freilich, der ist kein Pyrotechniker.";309669;Lorenzen
Sonst packt Euch der Förster.;456989;Förster
Ah, ich versteh. Also komische Figur.;582557;Adelheid
Ich teile leider einigermaßen Ihre Bedenken gegen ihn. Aber was vielleicht mit ihm versöhnen kann, er hat angenehme Formen und durchaus etwas Verbindliches.;361677;Koseleger
Für Torgelow, den euch die Berliner hergeschickt haben. Hat er denn schon was für euch getan?;406739;Torgelow
Meine Frau, wenn wir zu Hause sind, hat sich zwar daran gewöhnen müssen und spricht höchstens mal von ›paffen‹ (na, das is nicht anders, dafür is man eben verheiratet);65475;Frau Gundermann
Und wer is denn das Kind da?;457155;Agnes
Joa, se seggt so. Awers he seggt, he wihr et nich.;457372;Karline
Joa, se seggt so. Awers he seggt, he wihr et nich.;457372;Rentsch
Weil Witib vor Jungfrau geht. Ich weiß wohl, es ist immer viel die Rede von virginity, aber widow ist mehr als virgin.;287679;Armgard
Weil Witib vor Jungfrau geht. Ich weiß wohl, es ist immer viel die Rede von virginity, aber widow ist mehr als virgin.;287679;Melusine
Die Kinder sind jetzt mutmaßlich schon über Wittenberg, die große Luther- beziehungsweise Apfelkuchenstation, hinaus, und in weniger als zwei Stunden fahren sie in den Dresdener Bahnhof ein. O diese Glücklichen! Und dabei verwett ich mich, Armgard hat bereits Sehnsucht nach Berlin zurück. Vielleicht sogar nach mir.;626241;Armgard
Die Kinder sind jetzt mutmaßlich schon über Wittenberg, die große Luther- beziehungsweise Apfelkuchenstation, hinaus, und in weniger als zwei Stunden fahren sie in den Dresdener Bahnhof ein. O diese Glücklichen! Und dabei verwett ich mich, Armgard hat bereits Sehnsucht nach Berlin zurück. Vielleicht sogar nach mir.;626241;Woldemar
Wer ist denn der hübsche Junge da, der da mit seinem Hoop spielt?;288311;Rudolf
auf einer Art Treppe, stand die Prinzessin selbst. Und nun wurden drei weiße Büffel in die Tempelhalle gebracht, und der Hohepriester trennte mit einem Schnitt jedem der drei das Haupt vom Rumpf und ließ das Blut in die daneben stehende Porphyrwanne fließen. Und jetzt war das Bad bereitet, und die Prinzessin, nachdem siamesische Jungfrauen sie entkleidet hatten, stieg in das Büffelblut hinab, und der Hohepriester nahm ein heiliges Gefäß und schöpfte damit und goß es aus über die Prinzessin.;400972;Hohepriester von Siam
auf einer Art Treppe, stand die Prinzessin selbst. Und nun wurden drei weiße Büffel in die Tempelhalle gebracht, und der Hohepriester trennte mit einem Schnitt jedem der drei das Haupt vom Rumpf und ließ das Blut in die daneben stehende Porphyrwanne fließen. Und jetzt war das Bad bereitet, und die Prinzessin, nachdem siamesische Jungfrauen sie entkleidet hatten, stieg in das Büffelblut hinab, und der Hohepriester nahm ein heiliges Gefäß und schöpfte damit und goß es aus über die Prinzessin.;400972;Prinzessin von Siam
und machen uns möglichst liebenswürdig bei der Tante. Sie wird uns wohl schon erwarten, um uns ihren Liebling vorzustellen.;155177;Adelheid
und dein Freund Czako hätt es lieber unterlassen sollen. Aber das muß wahr sein, er ist amüsant, wenn auch ein bißchen auf der Wippe. Siehst du ihn oft?;192334;Czako
Es ist halt a Glück, daß wir Rom haben und den Heiligen Vater.;310412;Papst
Nei. He slöppt en beten. Un ick glöw, et sitt em nich mihr so upp de Bost.;756561;Dubslav
meinen Engelke, wie er da geht und steht;16133;Engelke
Niels Gade? Von Niels Gade spricht man nicht.;613670;Niels Gade
Und dahinter liegt die Glashütte. Sie ist noch unter dem Alten Fritzen entstanden und heißt die ›grüne Glashütte‹.;105654;Friedrich II.
und an der rechten Seite dieser Rolf Krake. Das sind ja doch lauter Größen. Denn das Groteske hat eben auch seine Größen und nicht die schlechtesten.;345829;Kluckhuhn
Aber er schweigt doch immer noch besser, als die Gundermannsche redt.;505620;Lorenzen
daß die schöne Lilli nun doch ihren Vetter heiraten wird oder, richtiger, der Vetter die schöne Lilli?;394271;Lillis Vetter
daß die schöne Lilli nun doch ihren Vetter heiraten wird oder, richtiger, der Vetter die schöne Lilli?;394271;die schöne Lilli
Und dem Papa, der Sie vielleicht erwartet, wenn es Jeserich für gut befunden hat, die Meldung auszurichten – dem Papa werd ich sagen, Sie hätten nicht bleiben können, eine Verabredung, Klub oder sonstwas.;222025;Graf Barby
Auch nicht, Herr Major. Sie sagen, er sei zweideutig.;534573;Torgelow
Und ich glaube, nicht einmal Tucheband wird uns helfen können.;123250;Tucheband
Unser Rentmeister Fix ist vorgestern hier in Stechlin gewesen und hat dabei von deinem letzten Unwohlsein gehört. Und daher weiß ich es.;702045;Fix
Der Herr Rittmeister.;222804;Woldemar
Nein, aber Not lehrt beten. Ich mache mir eigentlich nicht viel aus ihm, indessen is und bleibt er doch immer ein Superintendent, und das klingt nach was. Und dann war er ja mit 'ner russischen Großfürstin auf Reisen, und solche Großfürstin is eigentlich noch mehr als 'ne Prinzessin. ;506086;Koseleger
"und ich kann umgekehrt der Versuchung nicht widerstehen, eine richtige Familienkritik zu üben. Adelheid fordert sie geradezu heraus. Andrerseits freilich, in dich ist sie wie vernarrt, für dich hat sie Geld und Liebe. Was davon wichtiger ist, stehe dahin; aber soviel ist gewiß, ohne sie wär es überhaupt gar nicht gegangen, ich meine dein Leben in deinem Regiment. Also wir haben ihr zu danken, und weil sie das geradesogut weiß wie wir, oder vielleicht noch ein bißchen besser, gerade deshalb wird sie ungeduldig; sie will Taten sehen, was vom Weiberstandpunkt aus allemal soviel heißt wie Verheiratung. ";91047;Adelheid
Und wie denkst du dir die Damen? Und wie steht es überhaupt? Ist es die oder ist es die?;223955;Armgard
da sind ja noch die vier Bände, die wir letzte Weihnachten bei Buchbinder Zippel in Gransee haben einbinden lassen. ;724103;Buchbinder Zippel
Er ist bei den Berchtesgadens zur Spielpartie, bei der er natürlich nicht fehlen durfte.;473400;Baron Berchtesgaden
Er ist bei den Berchtesgadens zur Spielpartie, bei der er natürlich nicht fehlen durfte.;473400;Baronin Berchtesgaden
Ich habe dich gesehn, als du hast scharmiert mit dem Mariechen von nebenan und hast ihr aufgebunden das Schürzenband, und sie hat dir gegeben einen Klaps. Du hast gebuhlt um das christliche Mädchen.;326660;Mariechen
"Und der Alte?
Der
wenigstens wird doch vor deiner Kritik bestehn.";587097;Dubslav
"Es war ja wohl 'ne Hofrätin? Na, Hofrätinnen, die kenn ich. Aber es gibt auch gute. Wie war
er
denn?";290285;Hofrat
"Es war ja wohl 'ne Hofrätin? Na, Hofrätinnen, die kenn ich. Aber es gibt auch gute. Wie war
er
denn?";290285;Hofrätin
Unsre gute Schimonski, die morgen einundachtzig wird, ist eigentlich ein Schatz, aber leider stocktaub;188468;Schimonski
Ich finde, wir können unserm Freunde Stechlin nicht dankbar genug dafür sein, uns mit einem so liebenswürdigen Hause bekannt gemacht zu haben.;414455;Woldemar
Mit dem Conte, das ließ damals allerlei zu wünschen übrig... verzeih, Melusine. Da möcht ich denn begreiflicherweise, daß es uns diesmal besser ginge.;580208;Graf Ghiberti
Und so muß ich denn sagen, es war doch was Erquickliches, den alten Wilhelm so jeden Tag vor Augen zu haben. Hab ihn freilich immer nur flüchtig gesehn, aber auch das war schon eine Herzensfreude. Sie nennen ihn jetzt den ›Großen‹ und stellen ihn neben Fridericus Rex. Nun, so einer war er sicherlich nicht, an den reicht er nicht ran. Aber als Mensch war er ihm über, und das gibt, mein ich, in gewissem Sinne den Ausschlag, wenn auch zur ›Größe‹ noch was anders gehört.;618440;Wilhelm I.
Möglicherweise kommt auch Frommel.;459078;Frommel
Nein, nein, funfzig. Erst hat er ja doch was gebracht, und nu nimmt er wieder was mit.;20522;Brose
(natürlich zu den Berchtesgadens);248284;Baron Berchtesgaden
(natürlich zu den Berchtesgadens);248284;Baronin Berchtesgaden
Der gute Doktor sagte noch gestern, alles sei im Zusammenhang.;353959;Dr. Sponholz
und Armgard denkt über ihr Spiel nach und all die falschen Griffe. Was müssen Sie gelitten haben, Wrschowitz. ;469017;Armgard
Ja, unser guter Stechlin, mit dem steht es soso... Baruch hat ihn auch gesehn und ihn einigermaßen verändert gefunden;651897;Dubslav
"Nur, es noch einmal zu sagen, der Alte drüben in Stechlin macht mir Sorge. Man muß aber hoffen; bei Gott kein Ding unmöglich ist. Und zu Moscheles hab ich Vertrauen; ihn auskultieren zu sehn ist ein wahres Vergnügen für 'nen Fachmann.";652321;Dubslav
Engelke, du könntest mal wieder die Marie zu Lorenzen rüberschicken – ich ließ' ihn bitten.;742939;Lorenzen
Engelke, du könntest mal wieder die Marie zu Lorenzen rüberschicken – ich ließ' ihn bitten.;742939;Marie
Für König Harald.;489257;König Harald
Unsre schwedische Nachtigall in Ihrem ›Ruppiner Winkel‹, wie Sie selbst beständig sich auszudrücken lieben. Die Lind!;303008;Jenny Lind
Ja;656263;Baruch
der kommt immer mal raus. Und nicht bloß bei Baruch. Ich muß aber sagen, das alles hat mit der Rasse viel, viel weniger zu schaffen als mit dem jeweiligen Beruf.;656287;Baruch
dann kommt Kupperschmied Reuter aus Gransee und taxiert es auf fünfundsiebzig Pfennig.;726263;Kupperschmied Reuter
Mein Bruder, der alles bemängelt, meinte freilich, als ich ihm vor einiger Zeit davon vorsetzte, das passe nicht, das sei Begräbniswein, höchstens Wein für Einsegnungen, aber nicht für heitere Zusammenkünfte.;180430;Dubslav
Und wie kam Ihr Pastor dazu?;303126;Lorenzen
Da übernehmen sie sich denn. Und dann war ja auch Hochzeit. Da werden sie wohl ein bißchen gepichelt haben. Und vorher die kalte Kirche. Und dazu so viele feine Damen. Daran ist der gnäd'ge Herr nicht mehr gewöhnt, und dann will er sich berappeln und strengt sich an, und da hat man denn gleich was weg.;633119;Dubslav
"Erst beglückwünscht sie sich zu sich selbst, und hinterher ärgert sie sich über sich selbst. Und daß sie das
muß
, daran sind wir schuld, und das kann sie uns nicht verzeihn.";586479;Adelheid
Und wo ist Woldemar?;580051;Woldemar
zugegeben, aber Ihrem gepriesenen Lorenzen ist er denn doch um ein gut Stück überlegen. ;137705;Lorenzen
Krippenstapel kann mich ja mehr als ersetzen, und in Globsow weiß er all und jedes. Er spricht, als ob er Glasbläser gewesen wäre.;102985;Krippenstapel
Und wenn nicht der, so Doktor Pusch, den Sie noch nicht kennen, trotzdem Sie ihn eigentlich kennen müßten – noch alte Bekanntschaft aus Londoner Tagen her. ;458922;Dr. Pusch
Woldemar wird die Pferde natürlich ausholen lassen. ;574641;Woldemar
Kann ich mir denken. Wollte wieder weg.;400041;Prinzessin von Siam
Und wenn der nicht wollte, so konnte Torfinspektor Etzelius einspringen.;354495;Torfinspektor Etzelius
... Die Prinzessin ... Aber rasch, Engelke, flink ... Ich lasse bitten, ich lasse die Frau Oberförsterin bitten.;664143;E. Katzler
"Sicher, sicher. Und dieser Moscheles soll sehr gescheit sein. Die Wiener und Prager verstehn es; namentlich alles, was nach
der
Seite hin liegt.";655157;Dr. Moscheles
För Torgelown.;406706;Torgelow
Krippenstapel ist am Ende noch besser, weil er unbefangener ist und mit manchem weniger zurückhält. Lorenzen, wenn er dies Wort auch belächeln würde, hat einen diplomatischen Zug.;781780;Krippenstapel
Nun ja, auch der. Eine ganz gescheite Nummer. Aber doch ein wunderbarer Heiliger, wie die ganze Sippe, zu der er gehört.;85114;Lorenzen
die können schon. Er gewiß, und sie kluckt auch bloß immer so rum.;19462;Frau Gundermann
die können schon. Er gewiß, und sie kluckt auch bloß immer so rum.;19462;Herr Gundermann
"Außerdem hab ich strikten Befehl, Sie, coûte que coûte, festzuhalten; Sie wissen, Damen sind groß in Ahnungen, und bei Melusine hat es schon geradezu was Prophetisches.";248000;Melusine
"Und will auch nicht länger ängstlich um die Sache herumgehen. Unser Rheinsberger Prinz war ein richtiger Prinz aus dem vorigen Jahrhundert. Die jetzigen sind Menschen; die damaligen waren
nur
Prinzen. Eine der Passionen unsers Rheinsberger Prinzen – wenn man will, in einer Art Gegensatz von dem, was schon gesagt wurde – war eine geheimnisvolle Vorliebe für jungfräuliche Tote, besonders Bräute. Wenn eine Braut im Rheinsbergischen, am liebsten auf dem Lande, gestorben war, so lud er sich zu dem Begräbnis zu Gast. Und eh der Geistliche noch dasein konnte (den vermied er), erschien er und stellte sich an das Fußende des Sarges und starrte die Tote an. Aber sie mußte geschminkt sein und aussehen wie das Leben.";262712;Prinz Heinrich von Preußen
Ich spreche von Niels Gade. Seine Kompositionen reichen bis an Mendelssohn heran.;613718;Mendelssohn
Ich spreche von Niels Gade. Seine Kompositionen reichen bis an Mendelssohn heran.;613718;Niels Gade
Unterwegs ist übrigens Lorenzen ein wundervolles Thema;305867;Lorenzen
Ich wette, dein Freund Rex schläft bis neun.;88951;Rex
Und da habt ihr denn für den Katzenstein gestimmt.;406382;Katzenstein
und vielleicht, wenn das Kind sich wieder erholt, auch Katzler.;505723;W. Katzler
Es war nicht so, Herr von Stechlin. Sie tun ihm hier ausnahmsweise unrecht. Er sprach überhaupt nicht über mich, sondern über sich und machte mir dabei seine Confessions. Er gestand mir beispielsweise, daß er sich unglücklich fühle.;363063;Koseleger
Agnes;713759;Mamsell Pritzbur
"du könntest mal zu Mamsell Pritzbur in die Küche gehn und ihr sagen, ich möchte heute mittag 'ne gefüllte Taube haben. Aber nich so mager und auch nich so wenig Füllung, und daß es nich nach alter Semmel schmeckt. Und dann kannst du gleich bei der Mamsell unten bleiben und dir 'ne Geschichte von ihr erzählen lassen, vom ›Schäfer und der Prinzessin‹ oder vom ›Fischer un sine Fru‹; ›Rotkäppchen‹ wirst du wohl schon kennen.";713788;Mamsell Pritzbur
Ein Opfer ist es, nicht mehr und nicht weniger, und ein Opfer bringt auch der alte Fürst, gerade wie der, der damals am Cremmer Damm als erster fiel.;202587;Chlodwig Hohenlohe-Schillingsfürst
Und dann unser Pastor. Der hat doch wenigstens die Bildung. ;19899;Lorenzen
Der alte Baruch Hirschfeld hat mir erzählt, und die alte Buschen hat mir erzählt...;737695;Baruch
Der alte Baruch Hirschfeld hat mir erzählt, und die alte Buschen hat mir erzählt...;737695;Buschen
De Jungsche is doch klöger, as de olle Sponholz is. Doa möt man blot de Globsower über Sponholzen hüren.;676169;Dr. Moscheles
Unser Stechlin ist der beste Kerl von der Welt, und wenn ich das verdammte Wort nicht haßte, würd ich ihn sogar einen ›perfekten Gentleman‹ nennen müssen;29302;Woldemar
Nun, die jüngere wird es wohl werden, schon weil sie eben die jüngere ist.;207578;Armgard
Wenn Koch das Heilserum erfindet oder Edison Ihnen auf fünfzig Meilen eine Oper vorspielt, mit Getrampel und Händeklatschen dazwischen;100075;Edison
Wenn Koch das Heilserum erfindet oder Edison Ihnen auf fünfzig Meilen eine Oper vorspielt, mit Getrampel und Händeklatschen dazwischen;100075;Koch
selbst wenn es sich um einen Mann handelt, den ich, was diese Dinge betrifft, so wenig versprechend eingeführt habe.;311350;Lorenzen
Krippenstapel.;341388;Krippenstapel
"Überhaupt, Stechlin, das muß wahr sein, Ihre Tante hat so was; man merkt doch, daß sie das Regiment führt. Und wohl schon seit lange. Wenn ich recht gehört, ist sie älter als Ihr Papa.";154504;Adelheid
"Überhaupt, Stechlin, das muß wahr sein, Ihre Tante hat so was; man merkt doch, daß sie das Regiment führt. Und wohl schon seit lange. Wenn ich recht gehört, ist sie älter als Ihr Papa.";154504;Dubslav
Und wenn Sie's sind, dürfen Sie's sein? Ich wiederhole, die letzten Entscheidungen liegen immer bei dieser Papst- und Romfrage.;281421;Papst
Wenn man durchaus will, ist jeder deplaciert, ich, Sie, Krippenstapel, Engelke. Ich müßte Präses von einem Stammtisch oder vielleicht auch ein Badedirektor sein, Sie Missionar am Kongo, Krippenstapel Kustos an einem märkischen Museum, und Engelke, nun, der müßte gleich selbst hinein, Nummer hundertdreizehn. ;363406;Engelke
