text;id;Sprecher
"Alle Wetter, Engelke ... Da haben wir's. Aber ich hab es ja gesagt, ich wußt es. Wie so 'n Tag anfängt, so bleibt er, so geht es weiter... Und wie das hier durcheinanderliegt, alles wie Kraut und Rüben. Nimm die Zudecke weg, ach was Zudecke, die reine Pferdedecke; wir müssen eine andre haben. Und nimm auch die grünen Tropfen weg, daß es nicht gleich aussieht wie 'ne Krankenstube ... Die Prinzessin ... Aber rasch, Engelke, flink ... Ich lasse bitten, ich lasse die Frau Oberförsterin bitten.";663761;Dubslav
Gewiß;149148;Czako
Aber dieser Angriff auf die Brillen, Rex, ist nichts für Sie. Wer mit seinem Pincenez oder Monocle soviel operiert...;149170;Czako
Und nun bedenken Sie, Herr Hauptmann. Winterlang haben sie so dagesessen und gearbeitet oder auch geschlafen. Und nun kommt der Frühling, und das erwachende neue Leben ergreift auch die Bienen, am mächtigsten aber die Klasse eins, die Königin. Und sie beschließt nun, mit ihrem ganzen Volk einen Frühlingsausflug zu machen, der sich für sie persönlich sogar zu einer Art Hochzeitsreise gestaltet. So muß ich es nennen. Unter den vielen Drohnen nämlich, die ihr auf der Ferse sind, wählt sie sich einen Begleiter, man könnte sagen einen Tänzer, der denn auch berufen ist, alsbald in eine noch intimere Stellung zu ihr einzurücken. Etwa nach einer Stunde kehrt die Königin und ihr Hochzeitszug in die beengenden Schranken ihres Staates zurück. Ihr Dasein hat sich inzwischen erfüllt. Ein ganzes Geschlecht von Bienen wird geboren, aber weitere Beziehungen zu dem bewußten Tänzer sind ein für allemal ausgeschlossen. Es ist das gerade das, was ich vorhin als fein und vornehm bezeichnet habe. Bienenköniginnen lieben nur einmal. Die Bienenkönigin liebt und stirbt.;110524;Krippenstapel
Ich teile leider einigermaßen Ihre Bedenken gegen ihn. Aber was vielleicht mit ihm versöhnen kann, er hat angenehme Formen und durchaus etwas Verbindliches.;361677;Lorenzen
Doktor Pusch, Pardon, aber ich glaube beinah, Sie übertreiben. Und Sie wissen es auch.;609663;v. Planta
Ja.;543738;Melusine
"Ach, Engelke, die Zeitung ist ja soweit ganz gut; nur so für den ganzen Tag ist sie doch zuwenig. Du könntest mir lieber ein Buch bringen.";636397;Dubslav
Du bist verliebt.;216373;Melusine
Und wie kam sie nur dazu, Ihrem Papa gerade Confessions in einer so delikaten Sache zu machen?;145122;Rex
Gewiß.;205919;Czako
Is he dod?;756548;Agnes
Eine merkwürdige Kindermuhme;438337;Woldemar
Und erschraken Sie nicht, Comtesse?;438385;Woldemar
Au contraire. Berlin eine schöne Stadt, eine serr gutte Stadt. Eine serr gutte Stadt pour moi en particulier et pour les étrangers en général. Eine serr gutte Stadt, weil es hat Musikk und weil es hat Krittikk.;467662;Wrschowitz
Ja, Czako, Sie sind ganz der Mann, meinen Papa in seiner Idiosynkrasie zu bestärken.;129875;Woldemar
Meine Herren;183455;Adelheid
da Sie zu meinem Leidwesen so früh fortwollen (wir haben nur noch wenig über eine Viertelstunde), so geb ich anheim, ob wir den Kaffee lieber in meinem Zimmer nehmen wollen oder draußen unter dem Holunderbaum.;183489;Adelheid
Sind auch in Leidenschaft. Sie haben die Freundschaftsleidenschaft, Orest und Pylades – so was hat es immer gegeben. Und dann, was noch viel mehr sagen will, Sie haben nebenher die Konspirationsleidenschaft...;121728;Dubslav
All das war auch mir die Hauptsache, mußt es sein. Aber ich hätte mich demohnerachtet auch gern um Künstlerisches gekümmert, speziell um Malerisches. So zum Beispiel um die Schule der Präraffaeliten.;477938;Woldemar
So, Agnes, das is recht, daß du da bist. Hast du denn schon deinen Kaffee gehabt?;711959;Dubslav
Hat er? Na, das ist recht.;640307;Dubslav
Nein, Gräfin. Und außerdem, den wollt ich sehen, der das Ihnen gegenüber zuwege brächte.;267595;Woldemar
Jedenfalls haben Sie, lieber Stechlin, zuviel davon. Aber wenn Sie erst Ihre Ruth haben...;430883;Czako
Joa, se seggt so. Awers he seggt, he wihr et nich.;457372;Buschen
Aber, meine gnädigste Frau, das muß Ihnen doch ein Hochgefühl geben. Alle Berliner Dielen! Und dieser Rhinfluß, von dem Sie sprechen, der vielleicht eine ganze Seenkette verbindet und woran mutmaßlich eine reizende Villa liegt! Und darin hören Sie Tag und Nacht, wie nebenan in der Mühle die Säge geht, und die dicht herumstehenden Bäume bewegen sich leise. Mitunter natürlich ist auch Sturm. Und Sie haben eine Pony-Equipage für Ihre Kinder. Ich darf doch annehmen, daß Sie Kinder haben? Wenn man so abgeschieden lebt und so beständig aufeinander angewiesen ist...;55724;Czako
Ja, Gräfin, soviel ich weiß, trifft es zu. Solche Liebesinseln gibt es übrigens vielfach in unsrer Gegend und kann als Beweis gelten, wie weitverbreitet der Zustand ist, dem abgeholfen werden soll, und wenn's auch durch Sterben wäre.;277416;Woldemar
Den Holländerinnen?;195921;Woldemar
"Ja, das bestreitet er Ihnen. Und ich muß bekennen, es hat manches für sich, trotzdem es mir nicht recht paßt. Im übrigen, wir werden ihn, ich meine den Pastor, ja wohl noch beim zweiten Frühstück sehen, wo Sie dann Gelegenheit nehmen können, sich mit ihm persönlich darüber auseinanderzusetzen; er liebt solche Gespräche, wie Sie wohl schon gemerkt haben, und hat eine kleine Lutherneigung, sich immer auf das jetzt übliche: ›Hier steh ich, ich kann nicht anders‹ auszuspielen. Mitunter sieht es wirklich so aus, als ob wieder eine gewisse Märtyrerlust in die Menschen gefahren wäre, bloß ich trau dem Frieden noch nicht so recht.";97391;Dubslav
"Na, mit
ihm
ging es.";290388;Hedwig
Aber, Vaterleben, was sollen wir mit 'm Kirchturm?;13481;Isidor
Herr von Stechlin, Ihre Seele macht mir, trotz dieser meiner Vernachlässigung, keine Sorge, denn sie zählt zu denen, die jeder Spezialempfehlung entbehren können. Lassen Sie mich sehr menschlich, ja für einen Pfarrer beinah lästerlich sprechen. Aber ich muß es. Ich lebe nämlich der Überzeugung, der liebe Gott, wenn es mal soweit ist, freut sich, Sie wiederzusehen. Ich sage, wenn es soweit ist. Aber es ist noch nicht soweit.;690401;Lorenzen
Denk ich auch. Aber lieber laufen, als hier so stillestehen.;337993;Brose
"So ganz im dunkeln bin ich nicht mehr; ein Küstriner Schloßfenster, ein paar Kirchendachreliquien und dazu Wetterhähne – lauter Gegenstände (denn ich bin auch ein bißchen fürs Aparte), zu deren Auswahl ich Ihnen gratuliere.";561205;Melusine
Wie war denn das aber möglich?;424213;v. Raspe
Und ich verwette mich, diese Melusine raucht auch.;576161;Adelheid
Aber, Melusine, wie eitel.;265277;Graf Barby
Ach, Gräfin, Sie wissen nicht, wie bescheiden es mit unserem Stechliner Erdenwinkel bestellt ist. Wir haben da, von einem Pastor abgesehen, der beinah Sozialdemokrat ist, und des weiteren von einem Oberförster abgesehen, der eine Prinzessin, eine Ippe-Büchsenstein, geheiratet hat...;266252;Woldemar
"Haben befohlen. Ja, das ist gerade so das Richtige; sieht mir ähnlich... Nun, Lorenzen, schieben Sie sich mal 'nen Stuhl ran, und wenn Engelke nicht geplaudert hat (denn er hält nicht immer dicht), so hab ich eine richtige Neuigkeit für Sie. Woldemar ist nach England...";449561;Dubslav
Sonderbare Worte für einen Geistlichen;97245;Rex
für einen Mann, der doch die durch Gott gegebenen Ordnungen kennen sollte.;97298;Rex
Nun, davor sind Sie sicher – vom Brombeerstrauch keine Trauben. Im übrigen muß ich hier abbrechen und Sie bitten, mich auf ein Weilchen entschuldigen zu wollen. Ich muß da nämlich nach dem Forsthause hinüber, da drüben neben der Waldecke.;138308;Woldemar
"Sicher, sicher. Und dieser Moscheles soll sehr gescheit sein. Die Wiener und Prager verstehn es; namentlich alles, was nach
der
Seite hin liegt.";655157;Koseleger
Ja, das is richtig. Aber Ihr müßt aufpassen, sonst habt Ihr 'nen Urenkel, Ihr wißt nicht wie. Na, gu'n Abend, Buschen.;458157;Dubslav
Die Lind also?;543721;Lorenzen
Gut, gut. Und nun setzt euch und erzählt. Mit dem Conte, das ließ damals allerlei zu wünschen übrig... verzeih, Melusine. Da möcht ich denn begreiflicherweise, daß es uns diesmal besser ginge. Woldemar macht mir natürlich kein Kopfzerbrechen, aber die Familie, der alte Stechlin. Armgard braucht selbstverständlich auf eine so delikate Frage nicht zu antworten, wenn sie nicht will, wiewohl erfahrungsmäßig ein Unterschied ist zwischen Schwiegermüttern und Schwiegervätern. Diese sind mitunter verbindlicher als der Sohn.;580166;Graf Barby
Oh, das macht der Schirm.;354056;E. Katzler
"Nein, gnäddigste Gräfin; rien du tout. Dame! Dame denkt an Galan, Dame denkt an Putz; oder vielleicht auch an Divorçons. Aber Madamm denkt bloß an Rike draußen und mitunter auch an Paul. Und wenn sie zu Paul spricht, der ihr Jüngster ist, so sagt sie: ›Jott, dein Vater.‹ Oh, die Madamm! Einige sagen, sie stürbe aus, andre sagen, sie stürbe nie.";471409;Wrschowitz
Ich auch nicht;98024;Rex
meistens Renommisterei.;98056;Rex
"Nein, das will ich auch nicht. Eher das Gegenteil. Es hat ja doch was Rührendes, daß es einer so ernst nimmt. Denn er hat zwei Tage dran gesessen. Aber wenn solch junger Mensch es so immer liest, so gewöhnt er sich dran. Und dann ist ja auch gleich wieder die Verführung da. Gott, daß man gerade immer über solche Dinge reden muß; noch keine Stunde, daß ich mit dem Herrn Hauptmann über unsern Volontär Vehmeyer gesprochen habe, netter Mensch, und nun gleich wieder mit Ihnen, Herr Pastor, auch über so was. Aber es geht nicht anders. Und dann sind Sie ja doch auch wie verantwortlich für seine Seele.";69193;Frau Gundermann
Brav, brav;500934;Graf Barby
Gnäd'ger Herr, soll ich nicht in die Stadt schicken?;754700;Engelke
Ja Melusine, wenn du's durchaus wünschst, dann natürlich. Aber ich verstehe dich nicht recht. Man will dich auszeichnen, und wenn du das ablehnst, so kann es auffallen. Man muß doch in einem Hause, wo man noch halb fremd ist, alles so tun, wie's gewünscht wird.;524132;Armgard
Und zum zweiten als Kranke. Der Prinz, wie Comtesse schon ganz richtig ausgesprochen haben, war auch ein solcher Kranker.;262196;Woldemar
Rex;775763;Czako
Sie könnten nun wieder ein ander Gesicht aufsetzen. Oder wollen Sie mich glauben machen, daß Sie wirklich betrübten Herzens sind?;775783;Czako
Lies selbst.;780129;Woldemar
Achtzehnte Juni.;113051;Schuljunge
Agnes, gefällt es dir hier?;754289;Dubslav
Versteht sich, Melusine is mehr. Alles, was aus dem Wasser kommt, ist mehr. Venus kam aus dem Wasser, ebenso Hero... Nein, nein, entschuldigen Sie, es war Leander.;431295;Czako
Is auch recht gut so. Was zuviel ist, ist zuviel. Er soll sich ja mit der Lucca zusammen haben photographieren lassen. Und während sie da oben in der Regierung und mitunter auch bei Hofe so was tun, fordern sie Tugend und Sitte. Das geht nicht. Bei sich selber muß man anfangen. Und dann ist er doch auch schließlich bloß ein Mensch, und alle Menschenanbetung ist Götzendienst. Menschenanbetung ist noch schlimmer als das Goldene Kalb. Aber ich weiß wohl, Götzendienst kommt jetzt wieder auf, und Hexendienst auch, und du sollst ja auch – so wenigstens hat mir Fix erzählt – nach der Buschen geschickt haben.;704587;Adelheid
Das ist hübsch. Aller aufgesteifter Patriotismus ist mir ein Greuel, aber wenn er diese Formen annimmt und sich in Humor und selbst in Ironie kleidet, dann ist er das Beste, was man haben kann. Ein Mann, der solchen Beinamen hat, der lebt, der ist in sich eine Geschichte.;529205;Melusine
Nein, Sie dürfen sie nicht so weit suchen. Armgard ist in ihrem Zimmer, und Doktor Wrschowitz ist bei ihr. Es kann aber nicht lange mehr dauern.;248915;Graf Barby
Nun gut, dann sagen Sie was Besseres.;22342;Rex
Ja, Frau Imme. Wenn einen einer gar nicht ansieht, das is einem auch nicht recht.;290709;Hedwig
So, so, Karlinens. Is sie denn noch in Berlin? Und wird er sie denn heiraten? Ich meine den Rentsch in Globsow.;457210;Dubslav
Und das ist ihm auch geglückt?;250198;Woldemar
Herr von Rex;98599;Dubslav
"sollten Sie dabei nicht zu weit gehen? Wenn sich's ums Sterben handelt, da hört das Renommieren auf. Aber diese Sache, von der ich übrigens auch gehört habe, hat einen ganz andern Schlüssel. Das liegt nicht an der allgemein gewordenen Renommisterei, das liegt am Lehrertum. Alle Lehrer sind nämlich verrückt. Ich habe hier auch einen, an dem ich meine Studien gemacht habe; heißt Krippenstapel, was allein schon was sagen will. Er ist grad um ein Jahr älter als ich, also runde siebenundsechzig, und eigentlich ein Prachtexemplar, jedenfalls ein vorzüglicher Lehrer. Aber verrückt ist er doch.";98630;Dubslav
A la bonne heure.;139144;Czako
"Oh, sehr gut, Frau Gräfin. Und als ich ihm mal so was sagte, sagte er: ›Ja, Engelke, das is nu mal so; einer frißt den andern auf.‹";560086;Engelke
Bei Tische hab ich die Damen leben lassen und Frau von Gundermann im speziellen. Hören Sie, Hauptmann, Sie verstehen's. Diese Rattengeschichte...;73123;Dubslav
Das ist die Schwester des Alten?;582015;Graf Barby
Na also.;682223;Dubslav
"Ich denke darüber ganz wie gnädige Frau. Was wir da lesen wie Runenschrift... nein,
nicht
wie Runenschrift...";465464;Wrschowitz
was wir da lesen in Briefen vom Hofe, das ist Krittikk. Und weil es Krittikk ist, ist es gutt. Mag es auch sein Mißbrauch von Krittikk. Alles hat Mißbrauch. Gerechtigkeit hat Mißbrauch, Kirche hat Mißbrauch, Krittikk hat Mißbrauch. Aber trotzdem. Auf die Feme kommt es an, und das große Messer muß wieder stecken im Baum.;465671;Wrschowitz
Ach, ich meine bloß die verdammten Dinger, die Spinnen...;559324;Engelke
Auch nicht, Herr Major. Sie sagen, er sei zweideutig.;534573;Uncke
Ich hätte das Gegenteil vermutet;302277;Woldemar
"Deplaciert. Das ist auch solch Wort; das kenn ich. Wenn man durchaus will, ist jeder deplaciert, ich, Sie, Krippenstapel, Engelke. Ich müßte Präses von einem Stammtisch oder vielleicht auch ein Badedirektor sein, Sie Missionar am Kongo, Krippenstapel Kustos an einem märkischen Museum, und Engelke, nun, der müßte gleich selbst hinein, Nummer hundertdreizehn. Deplaciert! Alles bloß Eitelkeit und Größenwahn. Und dieser Koseleger mit dem Konsistorialratskinn! Er war Galopin bei 'ner Großfürstin; das kann er nicht vergessen, damit will er's nun zwingen, und in seinem Ärger und Unmut spielt er sich auf den Charakter aus und versteigt sich, wie Sie sagen, bis zu Confessions und Gewagtheiten. Und wenn er nun reüssierte (Gott verhüt es), so haben Sie den Scheiterhaufenmann comme il faut. Und der erste, der rauf muß, das sind Sie. Denn er wird sofort das Bedürfnis spüren, seine Gewagtheiten von heute durch irgendein Brandopfer wieder wettzumachen.";363355;Dubslav
Ganz mein Fall, liebe Melusine. Freilich bin ich jetzt nebenher auch noch fürs Japanische: Wasser und drei Binsen und ein Storch daneben. In meinen Jahren darf ich ja von Storch sprechen. Früher hätt ich viel leicht Kranich gesagt.;460617;Baronin Berchtesgaden
Verzeihen Sie mir...«;444298;Woldemar
Ja, warum nicht?;575907;Dubslav
"Kenn ich, kenn ich; das heißt, ich habe davon gehört.";292005;Frau Imme
Sehr warr. Habe gelesen ›Stromtid‹ und habe gelesen ›Franzosentid‹...;258532;Wrschowitz
Siebzehn. Eine Nichte meiner guten Frau Kulicke.;344996;Lorenzen
"Na, denn sei froh; dann weißt du nicht, was ›gemischte Gefühle‹ sind. Sieh, ich habe jetzt gemischte Gefühle. Da kommt nun mein Woldemar. Das is gut. Und da bringt er seine Braut mit, das is wieder gut. Und da bringt er seine Schwägerin mit, und das is wahrscheinlich auch gut. Aber die Schwägerin ist eine Gräfin mit einem italienischen Namen, und die Braut heißt Armgard, was doch auch schon sonderbar ist. Und beide sind in England geboren, und ihre Mutter war aus der Schweiz, von einer Stelle her, von der man nicht recht weiß, wozu sie gehört, weil da alles schon durcheinandergeht. Und überall haben sie Besitzungen, und Stechlin ist doch bloß 'ne Kate. Sieh, Engelke, das is genierlich und gibt das, was ich ›gemischte Gefühle‹ nenne.";502844;Dubslav
Kann ich zustimmen;469874;Melusine
Fehlen nur noch ein paar Details. Wie wär es damit?;469913;Melusine
Nei, jnäd'ger Herr. Loaten S' man. Ick weet joa, wi dat is. Ihrst sitt et hier up de Bost, un denn sackt et sich, un denn sitt et hier unnen. Un is all een un dat sülwige. Dat möt allens rut, un wenn et rut is, denn drückt et nich mihr, un denn künnen Se wedder gapsen.;680955;Buschen
